Timestamp,BME_Temp,BME_Hum,BME_Pres,BME_Gas,SHT_Temp,SHT_Hum,MQ3,MQ135,MQ136,MQ137,Ch1_F100Hz_Mean,Ch2_F100Hz_Mean,Ch3_F100Hz_Mean,Ch4_F100Hz_Mean,Ch1_F1000Hz_Mean,Ch2_F1000Hz_Mean,Ch3_F1000Hz_Mean,Ch4_F1000Hz_Mean,Ch1_F5000Hz_Mean,Ch2_F5000Hz_Mean,Ch3_F5000Hz_Mean,Ch4_F5000Hz_Mean,Ch1_F10000Hz_Mean,Ch2_F10000Hz_Mean,Ch3_F10000Hz_Mean,Ch4_F10000Hz_Mean,Ch1_F50000Hz_Mean,Ch2_F50000Hz_Mean,Ch3_F50000Hz_Mean,Ch4_F50000Hz_Mean,Ch1_F100000Hz_Mean,Ch2_F100000Hz_Mean,Ch3_F100000Hz_Mean,Ch4_F100000Hz_Mean,Ch1_F100Hz_StdDev,Ch2_F100Hz_StdDev,Ch3_F100Hz_StdDev,Ch4_F100Hz_StdDev,Ch1_F1000Hz_StdDev,Ch2_F1000Hz_StdDev,Ch3_F1000Hz_StdDev,Ch4_F1000Hz_StdDev,Ch1_F5000Hz_StdDev,Ch2_F5000Hz_StdDev,Ch3_F5000Hz_StdDev,Ch4_F5000Hz_StdDev,Ch1_F10000Hz_StdDev,Ch2_F10000Hz_StdDev,Ch3_F10000Hz_StdDev,Ch4_F10000Hz_StdDev,Ch1_F50000Hz_StdDev,Ch2_F50000Hz_StdDev,Ch3_F50000Hz_StdDev,Ch4_F50000Hz_StdDev,Ch1_F100000Hz_StdDev,Ch2_F100000Hz_StdDev,Ch3_F100000Hz_StdDev,Ch4_F100000Hz_StdDev
2025-10-01 14:14:21.980518,48.12851333618164,12.182971000671387,946.52001953125,6.75600004196167,49.91999816894531,14.630000114440918,0.0,0.07814408093690872,0.23626373708248138,0.20512820780277252,0.4204111099243164,0.4186776280403137,0.4233619272708893,0.42270809412002563,0.6647509336471558,0.6669209003448486,0.667945146560669,0.6701962947845459,0.565185010433197,0.561456024646759,0.5585805773735046,0.5666536688804626,0.4279899299144745,0.4320814311504364,0.4305790960788727,0.421927273273468,0.15037624537944794,0.15885454416275024,0.1450963020324707,0.13635601103305817,0.08956451714038849,0.10709407180547714,0.08551797270774841,0.10299787670373917,0.03452398255467415,0.03744551166892052,0.03807022422552109,0.03723336383700371,0.009833445772528648,0.011368525214493275,0.010818195529282093,0.013269832357764244,0.0027065244503319263,0.0029502976685762405,0.004539707209914923,0.0023634787648916245,0.006284609436988831,0.0034571487922221422,0.004603873006999493,0.004683764651417732,0.05275929719209671,0.05018232390284538,0.055246125906705856,0.0444381944835186,0.05022309347987175,0.03794233128428459,0.043563928455114365,0.04711970314383507
2025-10-01 14:14:44.570322,48.58458709716797,11.268577575683594,946.52001953125,6.614999771118164,50.209999084472656,14.869999885559082,0.05250305309891701,0.3223443329334259,0.781440794467926,0.7191697359085083,0.43742451071739197,0.43497157096862793,0.42703619599342346,0.41842615604400635,0.6817723512649536,0.6863243579864502,0.6813103556632996,0.6806401610374451,0.5693777799606323,0.5685283541679382,0.565873920917511,0.5662783980369568,0.4308454394340515,0.4239974021911621,0.4352840781211853,0.43084239959716797,0.1408049762248993,0.144135981798172,0.1260208934545517,0.16974462568759918,0.09750092774629593,0.08305413275957108,0.07996245473623276,0.09028366208076477,0.045351725071668625,0.04771638661623001,0.04948461428284645,0.04982960596680641,0.004147322848439217,0.005381562281399965,0.005369327496737242,0.005423295311629772,0.0019007117953151464,0.001897112582810223,0.0018199608894065022,0.0023230898659676313,0.006482385564595461,0.005307185463607311,0.00417706836014986,0.002599079394713044,0.046008408069610596,0.053374774754047394,0.06517661362886429,0.050508007407188416,0.04550096392631531,0.050712306052446365,0.04913370683789253,0.04699956625699997
2025-10-01 14:15:07.070175,49.31557083129883,10.667802810668945,946.52001953125,6.577000141143799,50.43000030517578,14.930000305175781,0.032967034727334976,0.2905983030796051,0.7271062731742859,0.6520146727561951,0.45344361662864685,0.4643300473690033,0.4584324061870575,0.4611116647720337,0.664885401725769,0.6621711254119873,0.6556865572929382,0.6487196087837219,0.5706872940063477,0.5728611946105957,0.5697156190872192,0.5633945465087891,0.4332974851131439,0.42847052216529846,0.4274797737598419,0.4355800449848175,0.14366059005260468,0.13415372371673584,0.13271978497505188,0.1259925812482834,0.08619345724582672,0.0873374491930008,0.09779710322618484,0.10260355472564697,0.03955269604921341,0.0444183275103569,0.03981678560376167,0.04433516040444374,0.005412770435214043,0.0082518570125103,0.007017063442617655,0.009087950922548771,0.0015995233552530408,0.0019390091765671968,0.0030746248085051775,0.002455625683069229,0.004406861029565334,0.006555711384862661,0.005853517912328243,0.0027205029036849737,0.03515816479921341,0.054220814257860184,0.045058540999889374,0.03829435259103775,0.04532591626048088,0.03579085320234299,0.05162442848086357,0.04966491460800171
2025-10-01 14:15:29.660359,50.07329559326172,10.407779693603516,946.52001953125,6.484000205993652,50.66999816894531,15.010000228881836,0.026862027123570442,0.2844932973384857,0.7148962616920471,0.6343101859092712,0.4480728209018707,0.4593287706375122,0.4596862494945526,0.4622577130794525,0.673992395401001,0.6848954558372498,0.6813414096832275,0.6844853758811951,0.5616447925567627,0.5665632486343384,0.5695515275001526,0.5680181384086609,0.43332910537719727,0.4316045343875885,0.42231395840644836,0.4322446286678314,0.1455618441104889,0.1272064447402954,0.1441512107849121,0.14331354200839996,0.09602057188749313,0.08720165491104126,0.08933813124895096,0.09871963411569595,0.05433580279350281,0.058052267879247665,0.04665181040763855,0.0445270836353302,0.008105425164103508,0.007306496147066355,0.006392693147063255,0.004424594808369875,0.002925597131252289,0.0032205877359956503,0.001810556510463357,0.0022894658613950014,0.0035743024200201035,0.0034586498513817787,0.004387353081256151,0.004302296321839094,0.05051421374082565,0.050713926553726196,0.05485420301556587,0.053886778652668,0.03938896954059601,0.047189854085445404,0.03904020041227341,0.042008932679891586
2025-10-01 14:15:52.160673,50.773780822753906,10.297292709350586,946.510009765625,6.447000026702881,50.900001525878906,15.0600004196167,0.02442002482712269,0.28327229619026184,0.7130647301673889,0.6239316463470459,0.46010661125183105,0.46309852600097656,0.458359032869339,0.4589437246322632,0.6685045957565308,0.6819051504135132,0.6867526769638062,0.6975778341293335,0.5698536038398743,0.5655310750007629,0.5622687339782715,0.5682753920555115,0.43284040689468384,0.43155986070632935,0.43059656023979187,0.4230928421020508,0.14495320618152618,0.1672573983669281,0.13043485581874847,0.15243007242679596,0.0933522880077362,0.08876901865005493,0.07976096123456955,0.09182550013065338,0.046483103185892105,0.04313204437494278,0.041746899485588074,0.04389544576406479,0.004333549179136753,0.0035839572083204985,0.0062428684905171394,0.007071209140121937,0.0021357890218496323,0.0027396725490689278,0.0023759917821735144,0.003151973942294717,0.0037439274601638317,0.003935019485652447,0.005315104965120554,0.005470294505357742,0.06379687786102295,0.06331176310777664,0.05856974422931671,0.07025597989559174,0.051844626665115356,0.04948487877845764,0.03755998611450195,0.05449053272604942
2025-10-01 14:16:14.780566,51.39500045776367,10.234331130981445,946.510009765625,6.400000095367432,51.119998931884766,15.029999732971191,0.025030525401234627,0.28327229619026184,0.7130647301673889,0.6196581125259399,0.4383196234703064,0.4369226098060608,0.4264906942844391,0.42587897181510925,0.6961607336997986,0.6996695399284363,0.6900065541267395,0.6869919300079346,0.5622885823249817,0.5692226886749268,0.5719108581542969,0.5697592496871948,0.433706670999527,0.4313145875930786,0.4227871298789978,0.43318501114845276,0.12966938316822052,0.1418478637933731,0.13679710030555725,0.1612771600484848,0.07613523304462433,0.08086245507001877,0.09178463369607925,0.09664278477430344,0.04654160141944885,0.04990513250231743,0.05023796856403351,0.0505063533782959,0.00732411677017808,0.006374948192387819,0.005216275341808796,0.004106344189494848,0.001929207588545978,0.002563290763646364,0.002038785722106695,0.002078802092000842,0.002856727223843336,0.005446868948638439,0.005409214645624161,0.0039715757593512535,0.0517340749502182,0.04277954623103142,0.0595499612390995,0.049105558544397354,0.041117988526821136,0.03543344885110855,0.0412914976477623,0.04620056971907616
2025-10-01 14:16:37.283725,51.95112228393555,10.17381763458252,946.510009765625,6.353000164031982,51.31999969482422,15.020000457763672,0.020757021382451057,0.27533578872680664,0.696581244468689,0.6050060987472534,0.4209708273410797,0.4233587086200714,0.4198543131351471,0.41956350207328796,0.696093738079071,0.7045900821685791,0.6990126967430115,0.7001509070396423,0.5635504722595215,0.56232750415802,0.5669772624969482,0.5709081888198853,0.42890673875808716,0.42178285121917725,0.4348214864730835,0.4311901926994324,0.13980785012245178,0.1598898321390152,0.1463019698858261,0.1747189164161682,0.0959235355257988,0.09088284522294998,0.07156049460172653,0.0872720405459404,0.04202844575047493,0.045300137251615524,0.045347314327955246,0.04587845876812935,0.008687511086463928,0.00767837418243289,0.00687430240213871,0.00707209249958396,0.0027717575430870056,0.0021010832861065865,0.002606359776109457,0.002016165992245078,0.0041395388543605804,0.00552329933270812,0.0037909033708274364,0.003377357730641961,0.036665745079517365,0.052247799932956696,0.0465017631649971,0.05665415897965431,0.04765689745545387,0.04081360623240471,0.05721914395689964,0.03522118553519249
2025-10-01 14:16:59.930483,52.449363708496094,10.126263618469238,946.489990234375,6.326000213623047,51.529998779296875,15.079999923706055,0.021367521956562996,0.2844932973384857,0.7142857313156128,0.6153846383094788,0.4020206928253174,0.4051354229450226,0.39925628900527954,0.4010269343852997,0.6914742588996887,0.7025465965270996,0.6991894245147705,0.6979931592941284,0.5654370784759521,0.5671954154968262,0.5724057555198669,0.5720719695091248,0.43603360652923584,0.4336293935775757,0.42383506894111633,0.4329492449760437,0.165597066283226,0.15471065044403076,0.146170973777771,0.1503247618675232,0.09327209740877151,0.10060527920722961,0.08854690939188004,0.0799456313252449,0.050857141613960266,0.05083071440458298,0.054118745028972626,0.051528267562389374,0.007595989387482405,0.004916157107800245,0.005195446312427521,0.00447286618873477,0.0021072200033813715,0.0028050465043634176,0.002793971449136734,0.0018833320355042815,0.004512920510023832,0.004539318848401308,0.0036806033458560705,0.0056238495744764805,0.02332819066941738,0.060235489159822464,0.052821140736341476,0.06378871947526932,0.042489346116781235,0.05066237598657608,0.04894854500889778,0.033196788281202316
2025-10-01 14:17:22.433585,52.89036178588867,10.06113052368164,946.47998046875,6.284999847412109,51.7400016784668,14.989999771118164,0.02747252769768238,0.28510379791259766,0.7130647301673889,0.6190476417541504,0.4243324398994446,0.42492467164993286,0.4220975339412689,0.42201974987983704,0.6703417897224426,0.6812937259674072,0.6802468299865723,0.6842721104621887,0.5713657736778259,0.5708351135253906,0.5712287425994873,0.5636990070343018,0.42600440979003906,0.43329042196273804,0.4346122741699219,0.42921051383018494,0.13519088923931122,0.13074572384357452,0.13551661372184753,0.1337856650352478,0.07848502695560455,0.10606244206428528,0.08794300258159637,0.094211146235466,0.04369544982910156,0.044626470655202866,0.04548559710383415,0.04771484434604645,0.005048674996942282,0.0037668508011847734,0.0025852203834801912,0.003116197418421507,0.0016986659029498696,0.0023519934620708227,0.003209404880180955,0.003011890221387148,0.004426462110131979,0.005385123193264008,0.0032987131271511316,0.004174976609647274,0.030473852530121803,0.042222876101732254,0.05406758561730385,0.0623362772166729,0.04335260018706322,0.04517223685979843,0.0521467849612236,0.04727579280734062
2025-10-01 14:17:45.110280,53.28544235229492,9.983932495117188,946.469970703125,6.2729997634887695,51.959999084472656,14.979999542236328,0.025641025975346565,0.28632479906082153,0.7155067324638367,0.6214896440505981,0.41697314381599426,0.4188002645969391,0.41527020931243896,0.4146144986152649,0.6785184144973755,0.683745801448822,0.6773375272750854,0.6746801733970642,0.5760070085525513,0.5770145058631897,0.5751345753669739,0.5738552808761597,0.4269866943359375,0.4248761832714081,0.434165358543396,0.42850327491760254,0.16304917633533478,0.13823202252388,0.16475412249565125,0.15293782949447632,0.08014179021120071,0.08664663881063461,0.08341749012470245,0.09418701380491257,0.04567504674196243,0.04782113805413246,0.0461546890437603,0.0457000806927681,0.0047541530802845955,0.006328401621431112,0.006380507722496986,0.005878002382814884,0.0018904163734987378,0.00209826254285872,0.0019090744899585843,0.002675861120223999,0.007038252428174019,0.006073823664337397,0.0034653544425964355,0.0047225444577634335,0.050097305327653885,0.04307010397315025,0.05845271423459053,0.0455300509929657,0.03979310393333435,0.04447817802429199,0.03755352273583412,0.05386367440223694
