Timestamp,BME_Temp,BME_Hum,BME_Pres,BME_Gas,SHT_Temp,SHT_Hum,MQ3,MQ135,MQ136,MQ137,ADC_RMS,ADC_Channel,ADC_Frequency
2025-09-18 20:03:36.209133,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2618573009967804,2,100
2025-09-18 20:03:46.199271,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25999948382377625,3,100
2025-09-18 20:03:56.188646,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2614576518535614,4,100
2025-09-18 20:04:06.185938,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2603510022163391,1,100
2025-09-18 20:04:16.215748,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2617773115634918,2,100
2025-09-18 20:04:26.207089,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2600235939025879,3,100
2025-09-18 20:04:36.195766,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26239466667175293,4,100
2025-09-18 20:04:46.232316,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25949639081954956,1,100
2025-09-18 20:07:24.049135,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25863417983055115,3,100
2025-09-18 20:07:34.039007,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26275044679641724,4,100
2025-09-18 20:07:44.028763,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2584669888019562,1,100
2025-09-18 20:07:54.065729,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26267489790916443,2,100
2025-09-18 20:08:04.102377,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25929495692253113,3,100
2025-09-18 20:08:14.045426,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26219698786735535,4,100
2025-09-18 20:08:24.035758,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25883010029792786,1,100
2025-09-18 20:08:34.069089,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26130151748657227,2,100
2025-09-18 20:08:44.058984,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25985172390937805,3,100
2025-09-18 20:08:54.048935,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.260977566242218,4,100
2025-09-18 20:09:04.040040,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26061177253723145,1,100
2025-09-18 20:09:14.078876,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25981247425079346,2,100
2025-09-18 20:09:24.065516,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.26184651255607605,3,100
2025-09-18 20:09:34.055558,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25888699293136597,4,100
2025-09-18 20:09:44.046365,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2611668109893799,1,100
2025-09-18 20:09:54.082346,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.251420259475708,2,100
2025-09-18 20:10:04.069083,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2519719898700714,3,100
2025-09-18 20:10:14.062364,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.248971626162529,4,100
2025-09-18 20:10:24.049229,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25324952602386475,1,100
2025-09-18 20:10:34.039157,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.24982748925685883,2,100
2025-09-18 20:10:44.075615,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.25390803813934326,3,100
2025-09-18 20:10:54.069271,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.24957375228405,4,100
2025-09-18 20:11:04.055701,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2541070282459259,1,100
2025-09-18 20:11:14.045405,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2627924382686615,2,100
2025-09-18 20:11:24.035786,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2671157121658325,3,100
2025-09-18 20:11:34.072464,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2601015567779541,4,100
2025-09-18 20:11:44.065862,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.2673417031764984,1,100
